review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
"is it just me or spotify stops my songs out of the blue, and then it just plays them like nothing happened(i am a premium user, and it has happened while am ofline)",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Pretoria, South Africa",male,2023-06-29
"I'll say it right here. Spotify is scummy. They won't even let us loop a singular song without having premium. They play ads during ""30 minutes of ad free listening"" just for profit.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Perth, Australia",female,2025-09-17
four or so ads 30 seconds long each every like 15 minutes Want a break from the ads?,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Houston, United States",male,2023-11-11
first time i liked and the now spotify is only for rich,negativo,negativo,2,"time, crashes, users, cannot, hell, unusable, rating, click, nahi, forces","Guayaquil, Ecuador",male,2025-01-01
The free version keeps getting worse and worse. No wonder people have to pirate Spotify for it to even be usable,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Brasília, Brazil",male,2024-09-16
hindi ko ma play yung mga favorite songs ko,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Lagos, Nigeria",male,2023-01-16
"horrible, crashes every time you try to open the app",negativo,negativo,2,"time, crashes, users, cannot, hell, unusable, rating, click, nahi, forces","Wellington, New Zealand",female,2025-10-25
"Horrible. The usability and policies of this app are terrible. We don't see the time of the songs in advance, in the free option you can't listen to the same song. Disorganized, slow environment... Horrible.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Washington DC, United States",male,2024-04-04
great way to ruin mood while we're feeling the musics,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","San Francisco, United States",male,2024-01-16
you can't even play the songs of your choice they then ask you to explore premium what the hell is this?,negativo,negativo,2,"time, crashes, users, cannot, hell, unusable, rating, click, nahi, forces","Jacksonville, United States",male,2023-10-26
"Personally, the recommendations are not always accurate. That part could definitely be improved.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","San Antonio, United States",male,2024-01-08
One issue is that the app can feel cluttered. It makes it harder to discover music.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","San Diego, United States",male,2023-07-21
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Perth, Australia",male,2025-05-29
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Melbourne, Australia",female,2025-07-11
"I wanted to like it, but ads in the free version are disruptive. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Montreal, Canada",male,2024-01-19
The main problem is that playback can lag or buffer sometimes. It ends up feeling repetitive.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Rio de Janeiro, Brazil",male,2024-05-26
One issue is that the recommendations are not always accurate. It makes it harder to discover music.,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Canberra, Australia",female,2025-12-25
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Auckland, New Zealand",female,2025-08-25
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Santa Cruz, Bolivia",male,2024-06-06
"In my experience, ads in the free version are disruptive. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Cali, Colombia",male,2024-09-25
"For me, social features feel limited. It ends up feeling repetitive.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Brasília, Brazil",male,2024-09-22
"In my experience, some songs or albums are missing. It makes the app harder to enjoy.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Adelaide, Australia",female,2025-08-07
"I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Asunción, Paraguay",male,2024-07-04
The main problem is that the app behaves differently across platforms. It disrupts the experience.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Sydney, Australia",male,2025-04-10
"Personally, ads in the free version are disruptive. It disrupts the experience.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Vancouver, Canada",male,2023-08-13
The main problem is that social features feel limited. It makes the app harder to enjoy.,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Boston, United States",male,2023-09-08
"Honestly, some songs or albums are missing. It gets frustrating after a while.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Gold Coast, Australia",male,2025-03-07
The main problem is that the app can feel cluttered. It makes the app harder to enjoy.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Sydney, Australia",female,2025-11-03
The main problem is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Houston, United States",male,2023-09-24
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Guayaquil, Ecuador",male,2024-12-19
"I wanted to like it, but social features feel limited. That part could definitely be improved.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Santiago, Chile",male,2024-12-31
"I wanted to like it, but playback can lag or buffer sometimes. It makes it harder to discover music.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Adelaide, Australia",male,2025-04-17
What bothers me is that the recommendations are not always accurate.,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Fortaleza, Brazil",male,2024-09-09
What bothers me is that some songs or albums are missing. It makes the app harder to enjoy.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Lima, Peru",male,2024-07-07
"Honestly, playback can lag or buffer sometimes. It makes the app harder to enjoy.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","San Antonio, United States",male,2023-09-21
One issue is that the app can feel cluttered. It makes the app feel less reliable.,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Christchurch, New Zealand",female,2025-10-30
"In my experience, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","San Diego, United States",male,2023-10-07
One issue is that ads in the free version are disruptive. It disrupts the experience.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Arequipa, Peru",male,2024-09-03
"For me, some songs or albums are missing. It makes it harder to discover music.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Cancun, Mexico",male,2023-11-01
"In my experience, playback can lag or buffer sometimes. It makes it harder to discover music.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Auckland, New Zealand",female,2025-11-04
"Personally, the recommendations are not always accurate. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Port Moresby, Papua New Guinea",male,2025-03-16
"I wanted to like it, but the app can feel cluttered. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Lagos, Nigeria",male,2023-05-20
"In my experience, personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Toronto, Canada",male,2024-01-13
"So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Buenos Aires, Argentina",male,2025-02-11
"For me, some songs or albums are missing. That part could definitely be improved.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Durban, South Africa",male,2023-05-06
"Honestly, the recommendations are not always accurate. It disrupts the experience.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","San Francisco, United States",male,2023-10-08
"I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Suva, Fiji",female,2025-12-09
"Personally, personalized playlists sometimes repeat the same songs. It disrupts the experience.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Toronto, Canada",male,2023-10-29
"Personally, the app behaves differently across platforms. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Calgary, Canada",male,2023-09-05
"So far, ads in the free version are disruptive. It disrupts the experience.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Bogotá, Colombia",male,2024-09-06
"Honestly, social features feel limited. It disrupts the experience.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Houston, United States",male,2024-04-15
"For me, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Montevideo, Uruguay",male,2024-09-20
What bothers me is that ads in the free version are disruptive.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Brasília, Brazil",male,2024-12-27
"In my experience, some songs or albums are missing.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Washington DC, United States",male,2024-02-19
What bothers me is that playback can lag or buffer sometimes. It makes it harder to discover music.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Kumasi, Ghana",male,2023-07-17
"In my experience, the recommendations are not always accurate. It makes the app harder to enjoy.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Sydney, Australia",female,2025-08-11
What bothers me is that personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Lima, Peru",male,2024-08-17
The main problem is that ads in the free version are disruptive. That part could definitely be improved.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Nadi, Fiji",female,2025-08-24
"In my experience, playback can lag or buffer sometimes.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Chicago, United States",male,2024-01-07
The main problem is that the recommendations are not always accurate. It ends up feeling repetitive.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Adelaide, Australia",female,2025-09-25
The main problem is that the app can feel cluttered. It disrupts the experience.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Mexico City, Mexico",male,2023-09-15
"For me, personalized playlists sometimes repeat the same songs. It gets frustrating after a while.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Suva, Fiji",female,2025-07-24
"For me, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Chicago, United States",male,2024-02-23
"Personally, ads in the free version are disruptive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Rabat, Morocco",male,2023-05-05
"I wanted to like it, but social features feel limited.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","New York, United States",male,2023-12-14
"In my experience, some songs or albums are missing. It makes it harder to discover music.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Vancouver, Canada",male,2023-09-02
"In my experience, playback can lag or buffer sometimes. It makes the app harder to enjoy.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Gold Coast, Australia",female,2025-08-13
"I wanted to like it, but the recommendations are not always accurate.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Sydney, Australia",female,2025-07-30
"I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Wellington, New Zealand",female,2025-10-22
The main problem is that ads in the free version are disruptive. It ends up feeling repetitive.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Marrakesh, Morocco",male,2023-06-11
"In my experience, some songs or albums are missing. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Canberra, Australia",female,2025-09-23
"I wanted to like it, but playback can lag or buffer sometimes. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Cali, Colombia",male,2025-02-07
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","São Paulo, Brazil",male,2025-01-05
"Personally, social features feel limited. It makes the app harder to enjoy.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","San Francisco, United States",male,2023-11-02
"I wanted to like it, but some songs or albums are missing. It disrupts the experience.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Perth, Australia",male,2025-05-16
One issue is that playback can lag or buffer sometimes. It ends up feeling repetitive.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Sydney, Australia",male,2025-03-12
"I wanted to like it, but the recommendations are not always accurate. It ends up feeling repetitive.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Gold Coast, Australia",female,2025-07-05
"Honestly, the app can feel cluttered. It gets frustrating after a while.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Ottawa, Canada",male,2023-08-27
"Personally, personalized playlists sometimes repeat the same songs.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Medellín, Colombia",male,2024-12-15
One issue is that ads in the free version are disruptive. It makes the app feel less reliable.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Calgary, Canada",male,2023-12-05
"Honestly, some songs or albums are missing. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","San Diego, United States",male,2023-11-24
What bothers me is that playback can lag or buffer sometimes.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Tripoli, Libya",male,2023-01-26
The main problem is that the recommendations are not always accurate.,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Córdoba, Argentina",male,2025-01-01
"In my experience, the app can feel cluttered. It makes the app harder to enjoy.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Melbourne, Australia",female,2025-06-11
What bothers me is that personalized playlists sometimes repeat the same songs. It disrupts the experience.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Washington DC, United States",male,2023-10-25
What bothers me is that the app behaves differently across platforms. It gets frustrating after a while.,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Córdoba, Argentina",male,2024-11-25
"I wanted to like it, but ads in the free version are disruptive. It makes it harder to discover music.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Quebec City, Canada",male,2023-12-29
One issue is that some songs or albums are missing.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Abuja, Nigeria",male,2023-01-01
"Personally, playback can lag or buffer sometimes. It disrupts the experience.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Toronto, Canada",male,2024-05-04
"For me, the recommendations are not always accurate. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Sydney, Australia",female,2025-07-30
"I wanted to like it, but the app can feel cluttered. It makes the app harder to enjoy.",negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Melbourne, Australia",female,2025-11-17
"In my experience, switching devices can occasionally be inconsistent. It disrupts the experience.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Hobart, Australia",female,2025-11-11
"Personally, ads in the free version are disruptive. It gets frustrating after a while.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Quito, Ecuador",male,2025-02-10
"I wanted to like it, but social features feel limited. It makes the app feel less reliable.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Austin, United States",male,2023-10-19
The main problem is that the app can feel cluttered. It disrupts the experience.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Perth, Australia",male,2025-04-07
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Santa Cruz, Bolivia",male,2024-09-24
"So far, switching devices can occasionally be inconsistent. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","La Paz, Bolivia",male,2024-06-08
One issue is that social features feel limited.,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Denver, United States",male,2024-04-18
One issue is that some songs or albums are missing. It makes it harder to discover music.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Harare, Zimbabwe",male,2023-02-28
"Personally, personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Denver, United States",male,2024-01-17
"In my experience, switching devices can occasionally be inconsistent.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Abuja, Nigeria",male,2023-01-20
"Personally, the app behaves differently across platforms. That part could definitely be improved.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Christchurch, New Zealand",female,2025-11-11
"Personally, ads in the free version are disruptive. It gets frustrating after a while.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Dallas, United States",male,2024-05-01
"In my experience, some songs or albums are missing. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Algiers, Algeria",male,2023-01-13
The main problem is that the recommendations are not always accurate. It gets frustrating after a while.,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Santiago, Chile",male,2024-12-13
"For me, personalized playlists sometimes repeat the same songs.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Los Angeles, United States",male,2024-04-03
"Personally, ads in the free version are disruptive. That part could definitely be improved.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Canberra, Australia",male,2025-04-01
"In my experience, social features feel limited. It makes the app harder to enjoy.",negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Quebec City, Canada",male,2023-07-23
"Honestly, playback can lag or buffer sometimes. It gets frustrating after a while.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","New York, United States",male,2023-10-15
What bothers me is that the recommendations are not always accurate.,negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Medellín, Colombia",male,2024-08-14
One issue is that the app can feel cluttered. It makes it harder to discover music.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Rosario, Argentina",male,2024-10-24
"I wanted to like it, but personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.",negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","New York, United States",male,2023-10-08
What bothers me is that switching devices can occasionally be inconsistent. That part could definitely be improved.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Harare, Zimbabwe",male,2023-03-28
"Personally, playback can lag or buffer sometimes. It makes it harder to discover music.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Queenstown, New Zealand",female,2025-11-28
What bothers me is that the app can feel cluttered. It makes it harder to discover music.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","Hobart, Australia",male,2025-05-08
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.,negativo,negativo,6,"money, button, create, update, personalized, specific, useless, keeps, phone, bottom","Fortaleza, Brazil",male,2024-05-21
What bothers me is that ads in the free version are disruptive. It disrupts the experience.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Marrakesh, Morocco",male,2023-03-30
One issue is that playback can lag or buffer sometimes. It makes the app harder to enjoy.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Toronto, Canada",male,2023-11-22
"In my experience, the app can feel cluttered. It ends up feeling repetitive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Suva, Fiji",female,2025-07-13
"Honestly, ads in the free version are disruptive.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Cape Town, South Africa",male,2023-05-31
What bothers me is that social features feel limited. It makes it harder to discover music.,negativo,negativo,4,"limited, features, podcasts, reliable, podcast, feature, uninterrupted, stop, platforms, annoying","Fortaleza, Brazil",male,2024-08-05
"In my experience, the recommendations are not always accurate. It gets frustrating after a while.",negativo,negativo,5,"recommendations, shuffle, worse, player, particular, issues, random, update, problems, least","Gold Coast, Australia",male,2025-03-25
The main problem is that the app can feel cluttered. It makes it harder to discover music.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Houston, United States",male,2024-01-07
"For me, the app behaves differently across platforms. It makes the app harder to enjoy.",negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Rabat, Morocco",male,2023-06-30
What bothers me is that ads in the free version are disruptive. It gets frustrating after a while.,negativo,negativo,3,"playback, disruptive, user, problem, repetitive, account, devices, download, inconsistent, updates","Tripoli, Libya",male,2023-04-18
One issue is that some songs or albums are missing. It makes the app harder to enjoy.,negativo,negativo,0,"issue, skips, smart, greedy, choice, mobile, amount, money, shuffle, advertisement","San Francisco, United States",male,2024-01-16
