review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
"There is no easy way to renew a subscription. Still lookin' my TV is interrupted, and I have read the legal mumbo jumbo, but still can't renew my subscription. I have my credit card standing by. I still can not open apple music! I feel pressed to rate one star!",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Fortaleza, Brazil",male,2025-07-09
"Paying Android subscriber deeply disappointed by the absence of haptic feedback (like iOS 'Music Haptics'). Apple touts commitment to designing products 'for everyone,' yet ignores this basic accessibility feature on Android. The HapticGenerator API & other Android tech natively allow this enhanced experience. This disparity suggests that 'everyone' really means certain customers. Paying Android users deserve feature parity, especially for accessibility. Implement haptics or discount the service",negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Boston, United States",male,2024-09-28
"Since I updated the app, I can't download new songs anymore.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Calgary, Canada",male,2024-08-02
music is not loud enough even if you use speaker at full volume. For some songs it's too low...,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Nairobi, Kenya",male,2023-11-30
I have failed to identify the Subscribe button on the app and when I went to the web still it made no difference so please help me out,negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Singapore, Singapore",male,2023-08-09
"I've spent probably over a thousand dollars on iTunes music, movies and shows back when that was the thing... And now I have to pay a monthly fee to access those songs I've purchased? Terrible. Absolutely terrible business model.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Salvador, Brazil",male,2025-05-10
Can't stand anything about Apple!!! All they care about is making money and being stupid liberals.,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Athens, Greece",male,2023-01-18
This is so beyond ridiculous everything they make you do to sign up for their TV streaming app without an apple device is disgusting,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Pretoria, South Africa",male,2023-12-30
"Apple music sucks. I couldn't even get started because no matter what password I try to use, it tells me the password is not secure. This is EXACTLY why I hate anything Apple.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Kumasi, Ghana",male,2023-11-08
"I just switched from iPhone to Samsung, and I was excited when I found out I could download Apple Music so I wouldn't have to find a new music service. That was before I found out that the app barely works. I open a playlist and it loads for two to five minutes before my songs come up, then I have to wait for individual songs to load as well. These are entire playlists that I have DOWNLOADED to my phone. They're not on the internet. Apple needs to fix this or me and my $15/mo are out of here.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Johannesburg, South Africa",male,2023-10-06
"Poor,on s23 ultra won't go past start up screen",negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Buenos Aires, Argentina",male,2025-05-06
Iam unable to modify payment method. None it's showing. Marked with red dot .WHY,negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Seattle, United States",male,2024-08-13
I signed up but still when I try to play music it doesn't let I tried for atleast 2 hours in the app,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Pretoria, South Africa",male,2023-12-27
"This app has signed me out of two accounts, and locked them. What am I paying for.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Phuket, Thailand",male,2023-05-19
u should've mentioned that u pay for songs,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Tijuana, Mexico",male,2024-03-22
"Can't Login. Apple was down and when it came back I cant get into anything. it shows my email, but nothing else. None of my music, no subscription (which I had the family plan), nothing. And I have already had to reset my password twice since it's happened. It was difficult enough just to set it all up. And customer service was of no help at all. It should not be this difficult...",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Tijuana, Mexico",male,2025-02-26
"Only installed to get the 3 months free subscription to apple tv... uninstalled straight away and cancelled the apple tv subscription. Why would I pay $10 per month for a handful of shows? Apple tv would have to be the biggest rip-off out there. Makes you think they have good shows on there,but you have to pay more for them? The front page us designed to male it look like there is more content then there actually is.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Cali, Colombia",male,2025-04-10
Why do I have to install to manage Apple TV account,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Durban, South Africa",male,2023-10-17
"The second worst app and streaming music service I have ever used. It simply doesn't work most of the time. For instance, I downloaded multiple songs to listen to on a long flight. When I went to play the downloaded songs, it kept saying I needed to connect to the internet to play the songs. Highly unreliable and not worth the money paid.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Mexico City, Mexico",male,2025-01-21
Does not work with Android Wi-Fi . Latest update crashed the app.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Jacksonville, United States",male,2024-02-09
Can't login after entering credentials. Using on a Samsung Z Fold4,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Kampala, Uganda",male,2023-12-23
"Oh? My Hiby R5 (Gen1) is considered to be rooted now?? Since I don't want to ditch my music player yet, I guess it's time to ditch Apple Music then. The sound quality of Apple Music has become very muffled anyways.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Santiago, Chile",male,2025-05-22
it was all good until i purchased the apple redeem code i cant even redeem it in the app then why that is available on that app?,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Quito, Ecuador",male,2025-04-03
slow support. makes it hard to access your account from other devices.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Jacksonville, United States",male,2024-11-14
Terrible only works when it wants to even worse now keeps logging me out,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Mombasa, Kenya",male,2023-11-25
"geeze! losing licenses, having to reinstall, making my phone act all weird.. this app on Android is a nightmare",negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Monterrey, Mexico",male,2025-03-04
Continuous problems with accessing my account. Canceled my subscription because the music was frequently unavailable when I needed to use it. Very unreliable app.,negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Canberra, Australia",female,2025-11-03
Doesn't work well with shazam. I shazam something and try to have it open in the app and it doesn't work. Garbage app. All the developers should be terminated.,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Marrakesh, Morocco",male,2023-11-25
"Everytime I attempt to access AppleTV. It tells me to download this app. Since I don't have an iPhone. When has always left me calling customer support. Apple tv produces amazing film and shows like ""For All Mankind,"" ""Foundation,""""Ted Lasso,"" & ""Silo"" plus many others. However, it is not constant that I only keep it 1 month and wait a year to subscribe again only to get caught up in a mess with Accessing AppleTv. For such an alleged tech genius company they such at user friendly accessibility.",negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Los Angeles, United States",male,2024-10-09
Doesn't work well on Android. Spotify way better.,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Harare, Zimbabwe",male,2023-12-31
It doesn't work when I click to charge my card. Gives me an error every time.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Geneva, Switzerland",male,2023-01-31
Change to 1 star because the search features are really worse. Far from Spotify.,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Philadelphia, United States",male,2024-04-10
"We need Gemini support, Google assistant is being discontinued",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","San Antonio, United States",male,2024-10-22
this is very fake this is very pack,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Philadelphia, United States",male,2025-03-06
"keeps telling me to enter my password and update my subscription, but I have a valid subscription. Requires me to cancel and re-subscribe.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Tunis, Tunisia",male,2024-01-03
As soon as I login I get prompted I need to use the web version to start listening,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Jeddah, Saudi Arabia",male,2023-05-19
Did not give me my verification code 1 star.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","São Paulo, Brazil",male,2025-05-07
"By making the app only available on 'unrooted devices' I can no longer listen to music on my Hiby R5. I pay for Apple One, and have headphones that require the power of the Hiby. Apple has let me down greatly.",negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Buenos Aires, Argentina",male,2025-06-21
Unable to cancel my account. This is Apple at its absolute worst.,negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","San Antonio, United States",male,2025-02-28
"The Android application frequently logs me out when I access Apple Music, resulting in the suspension of my Apple account due to alleged ""suspicious activity."" After unlocking my account, the search function experiences significant delays, taking more than three minutes to produce results unless connected to Wi-Fi. In contrast, YouTube Music functions flawlessly. Despite having full signal strength on 5G or 4G, the issue persists for Apple Music only.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Adelaide, Australia",male,2025-08-09
False messages from apple about multiple devices. Pushing for family upgrade. This is intrusive fake and a corporate dishonesty. A person or office in apple actually allowed this to be happening! Bad signal for us all,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Seattle, United States",male,2024-11-20
"You wait until you have someone's card number,then you up the price.. Can't talk to anyone, now I have to download Apple, and I'm not getting anywhere....I will be calling my bank",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Montreal, Canada",male,2025-01-15
It doesn't work unless you pay subscription. I've tried numerous times to make it work with no avail.,negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Shenzhen, China",male,2023-06-16
"I seriously can't play any music without paying??? Why not just make it a paid app from the app store then, instead of wasting my time???",negativo,negativo,6,"money, time, trial, update, trash, company, worse, recent, past, account","Casablanca, Morocco",male,2023-11-25
I can't believe it my birthday is correct but it can not sing in,negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Los Angeles, United States",male,2024-03-24
"Was making a Playlist and it ""updated the library"" during the middle of it and removed every song I had on the Playlist",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Addis Ababa, Ethiopia",male,2023-11-07
"Garbage that forces to create an account, sign in and also wants money. Just like a spouse with borderline syndrome.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Toronto, Canada",male,2024-08-21
"For me, the interface is confusing and hard to navigate. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Quebec City, Canada",male,2024-08-29
"Personally, it feels slow and laggy, especially on desktop. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Dakar, Senegal",male,2023-10-19
"Honestly, managing playlists is more difficult than it should be. It makes the experience less enjoyable.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Denver, United States",male,2024-03-24
"So far, it lacks strong social features. It makes the experience less enjoyable.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Glasgow, United Kingdom",male,2023-02-19
"So far, search results are inconsistent. It gets frustrating after a while.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Cairo, Egypt",male,2023-10-18
"Personally, you have to pay to use it at all. It slows things down.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Edinburgh, United Kingdom",male,2023-02-12
What bothers me is that it works best only within Apple devices. That part could definitely be improved.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Abuja, Nigeria",male,2023-12-06
"I wanted to like it, but the interface is confusing and hard to navigate. That part could definitely be improved.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Vancouver, Canada",male,2025-01-30
What bothers me is that songs sometimes disappear or get duplicated.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Montreal, Canada",male,2024-10-25
"The main problem is that it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Ottawa, Canada",male,2024-11-30
"Personally, managing playlists is more difficult than it should be. It makes the app harder to use.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","New York, United States",male,2024-10-27
"So far, it lacks strong social features. It makes the experience less enjoyable.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Santiago, Chile",male,2025-06-13
One issue is that search results are inconsistent. It makes it harder to manage my music.,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","San Francisco, United States",male,2024-07-12
"So far, you have to pay to use it at all. It slows things down.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Christchurch, New Zealand",female,2025-09-19
"In my experience, it works best only within Apple devices. It gets frustrating after a while.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Boston, United States",male,2024-02-27
"For me, the interface is confusing and hard to navigate. It makes it harder to manage my music.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Johannesburg, South Africa",male,2023-10-01
The main problem is that songs sometimes disappear or get duplicated. That part could definitely be improved.,negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Queenstown, New Zealand",female,2025-10-02
"For me, it feels slow and laggy, especially on desktop.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","San Francisco, United States",male,2024-05-27
"In my experience, managing playlists is more difficult than it should be. It makes the app harder to use.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Cancun, Mexico",male,2024-05-31
"Personally, it lacks strong social features. It makes the app harder to use.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Guadalajara, Mexico",male,2024-11-21
"For me, it works best only within Apple devices. It gets frustrating after a while.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Auckland, New Zealand",female,2025-11-27
"For me, the interface is confusing and hard to navigate. It makes the app harder to use.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Queenstown, New Zealand",female,2025-10-14
"For me, songs sometimes disappear or get duplicated. It makes it harder to manage my music.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Prague, Czech Republic",male,2023-04-01
"So far, it feels slow and laggy, especially on desktop. It makes it harder to manage my music.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Kumasi, Ghana",male,2024-01-01
"In my experience, managing playlists is more difficult than it should be.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Adelaide, Australia",female,2025-09-20
One issue is that it lacks strong social features. It makes the app harder to use.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Dakar, Senegal",male,2023-11-01
"So far, search results are inconsistent. It slows things down.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Christchurch, New Zealand",female,2025-10-12
"Personally, you have to pay to use it at all. It slows things down.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Manila, Philippines",male,2023-08-07
"Personally, the interface is confusing and hard to navigate. It makes the app harder to use.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Canberra, Australia",female,2025-11-14
"The main problem is that it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Chennai, India",male,2023-07-26
"Personally, it lacks strong social features. It makes the app harder to use.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Chicago, United States",male,2024-06-28
"For me, search results are inconsistent. It gets frustrating after a while.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Monterrey, Mexico",male,2024-06-09
What bothers me is that you have to pay to use it at all. It slows things down.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Tokyo, Japan",male,2023-04-12
"Personally, it works best only within Apple devices. It slows things down.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Kathmandu, Nepal",male,2023-04-21
"In my experience, managing playlists is more difficult than it should be. It makes the experience less enjoyable.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Guadalajara, Mexico",male,2024-08-04
"I wanted to like it, but it lacks strong social features. It gets frustrating after a while.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Austin, United States",male,2025-03-02
"For me, search results are inconsistent. It makes the app harder to use.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Los Angeles, United States",male,2024-11-20
"For me, you have to pay to use it at all. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Lyon, France",male,2023-01-05
The main problem is that it works best only within Apple devices. It slows things down.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Jakarta, Indonesia",male,2023-07-31
The main problem is that the interface is confusing and hard to navigate. It makes it harder to manage my music.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Seattle, United States",male,2025-01-26
"One issue is that it feels slow and laggy, especially on desktop. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Kuala Lumpur, Malaysia",male,2023-08-18
"For me, managing playlists is more difficult than it should be.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Stockholm, Sweden",male,2023-01-07
"For me, it lacks strong social features. That part could definitely be improved.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Canberra, Australia",female,2025-12-07
"Personally, you have to pay to use it at all.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Phoenix, United States",male,2024-04-11
"Personally, it works best only within Apple devices. It slows things down.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Tijuana, Mexico",male,2024-05-09
"Honestly, the interface is confusing and hard to navigate. It gets frustrating after a while.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Brisbane, Australia",female,2025-09-24
One issue is that songs sometimes disappear or get duplicated. It makes the app harder to use.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Krakow, Poland",male,2023-01-06
"Honestly, it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Dar es Salaam, Tanzania",male,2023-10-31
"So far, managing playlists is more difficult than it should be. It makes it harder to manage my music.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","San Jose, United States",male,2024-12-29
"I wanted to like it, but it lacks strong social features. It ends up feeling clunky.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Hobart, Australia",female,2025-11-01
One issue is that search results are inconsistent. That part could definitely be improved.,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Alexandria, Egypt",male,2023-12-25
The main problem is that it works best only within Apple devices. It makes it harder to manage my music.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Milan, Italy",male,2023-01-05
The main problem is that the interface is confusing and hard to navigate. It makes the app harder to use.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Santiago, Chile",male,2025-06-20
"For me, songs sometimes disappear or get duplicated. It slows things down.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Hobart, Australia",female,2025-11-05
"I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","Bogotá, Colombia",male,2025-05-31
"So far, it lacks strong social features. It slows things down.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Karachi, Pakistan",male,2023-06-13
The main problem is that search results are inconsistent.,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Tel Aviv, Israel",male,2023-05-27
The main problem is that you have to pay to use it at all. It makes the experience less enjoyable.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Melbourne, Australia",female,2025-11-16
"For me, it works best only within Apple devices. It gets frustrating after a while.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Cairo, Egypt",male,2023-10-06
The main problem is that the interface is confusing and hard to navigate. That part could definitely be improved.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Rosario, Argentina",male,2025-05-03
The main problem is that songs sometimes disappear or get duplicated. It makes it harder to manage my music.,negativo,negativo,4,"password, service, crashes, account, user, time, customer, problem, correct, shuffle","Harare, Zimbabwe",male,2023-10-16
"I wanted to like it, but it feels slow and laggy, especially on desktop. It slows things down.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Bangkok, Thailand",male,2023-08-18
"I wanted to like it, but managing playlists is more difficult than it should be. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Fortaleza, Brazil",male,2025-03-20
One issue is that it lacks strong social features. It slows things down.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Melbourne, Australia",male,2025-08-14
"Personally, search results are inconsistent. It slows things down.",negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Mombasa, Kenya",male,2023-11-09
"So far, the interface is confusing and hard to navigate.",negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Boston, United States",male,2024-03-06
"Personally, songs sometimes disappear or get duplicated. It slows things down.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Austin, United States",male,2024-08-28
"For me, it feels slow and laggy, especially on desktop.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Chicago, United States",male,2024-08-21
"Personally, managing playlists is more difficult than it should be.",negativo,negativo,5,"payment, method, keeps, unable, option, difficult, android, page, didnt, none","San Jose, United States",male,2024-09-30
The main problem is that it lacks strong social features.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","Austin, United States",male,2024-09-26
What bothers me is that search results are inconsistent.,negativo,negativo,1,"android, account, update, device, search, sign, fine, login, results, inconsistent","Suva, Fiji",female,2025-09-09
One issue is that you have to pay to use it at all. It makes the app harder to use.,negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Ottawa, Canada",male,2024-07-09
One issue is that it works best only within Apple devices. It makes the app harder to use.,negativo,negativo,3,"devices, interface, features, buggy, strong, card, couldnt, android, total, problem","La Paz, Bolivia",male,2025-07-24
"So far, the interface is confusing and hard to navigate. It ends up feeling clunky.",negativo,negativo,2,"phone, download, monthly, bugs, button, slow, data, android, impossible, laggy","Durban, South Africa",male,2023-12-16
"Personally, songs sometimes disappear or get duplicated. That part could definitely be improved.",negativo,negativo,0,"access, code, account, error, issue, lossless, ridiculous, disappointed, audio, email","Busan, South Korea",male,2023-07-19
